23,23,23,23,23,23,23,23,23,23,23,23,23,23,57,51,51,51,51,51,51,51,51,51,51,51,51,51,67,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
57,51,51,51,51,51,51,51,67,23,23,23,23,23,50,2,1,1,1,1,1,1,1,1,1,1,112,2,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
50,2,2,3,1,209,1,2,50,23,23,23,23,23,50,2,1,1,1,1,1,1,1,1,1,1,1,2,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
50,1,1,1,2,219,1,1,61,51,51,51,51,51,60,1,1,102,70,70,70,70,70,70,70,103,1,1,61,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,67,23,23,23,23,23
50,1,2,3,2,3,1,1,2,2,2,2,2,1,1,2,2,73,106,106,106,106,106,106,106,71,1,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,23,23,23,23,23
50,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,73,106,106,106,106,106,106,106,71,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,50,23,23,23,23,23
50,2,3,1,1,1,1,1,57,51,51,51,51,51,67,1,1,105,72,72,72,72,97,106,106,71,1,1,57,51,51,51,51,51,51,51,51,51,51,51,51,67,2,1,50,23,23,23,23,23
50,1,1,1,1,2,3,1,50,12,12,12,12,12,50,2,3,193,193,193,193,228,73,106,106,71,1,1,50,13,13,13,13,13,13,13,13,13,13,13,13,50,2,1,50,23,23,23,23,23
50,1,209,3,1,2,3,1,50,23,23,23,23,23,50,2,3,102,70,70,70,70,100,106,106,71,1,1,50,23,23,23,23,23,23,23,23,23,23,23,23,50,2,1,50,23,23,23,57,65
50,1,219,7,2,3,1,1,50,23,23,23,23,23,50,112,1,73,106,106,106,106,106,106,106,71,1,1,50,23,23,23,23,23,23,23,23,23,23,23,23,50,2,1,50,23,23,23,50,228
50,1,1,1,1,1,112,1,50,23,23,23,23,23,50,1,1,105,72,72,72,72,72,72,72,104,1,1,50,23,23,23,23,23,23,23,23,23,23,23,23,50,2,1,50,23,23,23,61,65
50,1,1,1,1,1,1,1,50,23,23,23,23,23,50,1,112,1,1,1,1,1,1,4,5,1,1,1,50,23,23,23,23,23,23,23,23,23,23,23,23,50,2,1,50,23,23,23,23,23
61,51,51,54,51,51,54,51,60,23,23,23,23,23,50,1,1,1,1,1,1,1,2,1,1,1,1,1,50,23,23,23,23,23,23,23,23,23,23,23,23,50,168,168,50,23,23,23,23,23
12,12,12,50,1,1,50,12,12,23,23,23,23,23,61,51,51,51,51,51,51,67,168,168,57,51,51,51,60,23,23,23,23,23,23,57,51,51,51,51,51,60,178,178,61,51,51,51,67,23
23,23,23,50,202,2,50,23,23,23,23,23,23,23,12,12,12,12,12,12,12,50,178,178,50,13,13,13,13,23,23,23,23,23,23,50,115,2,2,2,2,2,2,2,2,2,203,115,50,23
51,51,51,60,2,202,50,23,23,57,51,51,51,51,51,51,67,23,23,23,23,50,2,2,50,23,23,23,23,23,23,23,23,23,23,50,2,2,2,2,2,2,2,2,2,2,213,2,50,23
0,0,2,2,202,2,50,23,23,50,224,2,200,1,187,225,50,23,23,23,23,50,2,2,50,23,23,23,23,23,23,23,23,23,23,50,2,226,2,2,4,4,4,5,2,4,5,2,50,23
0,0,2,2,2,202,50,23,23,50,2,2,210,1,197,225,50,23,23,23,23,50,2,2,61,51,51,51,51,51,51,51,51,51,51,60,2,2,2,4,5,2,2,2,4,5,2,2,50,23
51,51,51,67,202,2,50,23,23,50,168,168,168,168,168,168,50,23,23,23,23,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,112,2,2,2,2,2,2,2,2,50,23
23,23,23,50,2,202,50,23,23,50,178,178,178,178,178,178,50,23,23,23,23,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,185,2,2,50,23
23,23,23,50,144,145,50,23,23,61,51,67,146,147,57,51,60,23,23,23,23,50,1,2,57,51,51,51,51,51,51,51,51,51,51,67,2,2,2,2,2,2,2,4,5,195,185,2,50,23
23,23,23,50,154,155,61,51,51,51,51,60,156,157,61,51,51,51,51,51,51,60,1,2,61,51,51,67,13,13,13,13,13,13,13,50,2,2,2,2,2,2,4,5,2,7,195,2,50,23
23,23,23,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,23,23,23,23,23,23,23,50,2,2,4,5,5,4,5,2,2,2,2,2,50,23
23,23,23,50,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,23,23,23,23,23,23,23,50,2,2,2,2,2,2,2,2,2,2,2,2,50,23
23,23,23,50,112,2,2,57,51,51,51,51,51,51,51,51,51,67,2,6,4,1,1,2,2,4,2,50,23,23,23,23,23,23,23,61,51,51,51,51,67,168,168,57,51,51,51,51,60,23
24,23,23,50,2,2,2,61,67,12,12,12,12,12,12,12,12,50,2,115,2,2,4,2,2,1,2,50,23,23,23,23,23,23,23,13,13,13,13,13,50,178,178,50,13,13,13,13,13,23
21,23,23,50,2,2,2,2,61,67,23,23,23,23,23,23,23,50,2,2,2,2,1,2,2,1,2,50,23,23,23,23,23,23,23,23,23,23,23,23,50,2,2,50,23,23,23,23,23,23
21,23,23,61,67,2,209,225,2,61,67,23,23,23,23,23,23,50,2,4,1,4,112,4,185,4,2,61,51,51,51,51,51,51,51,51,51,51,51,51,60,2,2,50,23,23,23,23,23,23
57,51,51,51,52,65,219,2,4,5,61,67,23,23,23,23,23,50,2,1,2,2,4,2,195,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,23,23,23,23,23,23
50,226,2,2,2,2,2,2,2,2,2,61,51,51,51,51,51,60,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,2,2,2,2,2,50,23,23,23,23,23,23
50,191,2,2,2,2,2,2,2,2,112,2,2,4,5,2,2,2,2,2,2,2,4,4,2,6,200,57,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,60,23,23,23,23,23,23
61,51,51,51,51,51,51,51,67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,210,50,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,23,23,23,23,23
