23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,102,70,103,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,102,70,103,23
23,73,106,71,23,23,23,23,23,23,23,23,23,23,23,23,23,22,37,31,31,47,23,23,23,23,23,23,23,23,23,23,23,23,23,23,73,106,71,23
23,105,72,104,23,23,23,23,23,23,23,23,23,23,23,23,23,22,30,224,224,30,23,23,23,23,23,23,23,23,23,23,23,23,23,23,105,72,104,23
23,107,107,107,23,23,23,23,23,23,23,23,23,23,23,23,23,22,30,0,0,30,23,23,23,23,23,23,23,23,23,23,23,23,23,23,107,107,107,23
23,13,13,13,23,23,23,23,23,23,23,23,23,23,23,23,23,22,30,144,145,30,23,23,23,23,23,23,23,23,23,23,23,23,23,23,13,13,13,23
23,23,23,23,23,37,31,31,31,31,31,31,31,31,31,31,31,31,40,154,155,41,31,31,31,31,31,31,31,31,31,31,31,31,47,23,23,23,23,23
23,23,23,23,23,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,142,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,142,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,152,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,152,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,162,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,162,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,23,23,23,23,23
23,23,23,23,23,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,23,23,23,23,23
